Chunk Number,Original Text Chunk,Summary,Source File
239,"of maximal velocity running reducei injury risk in elite Gaelic football. J. Sci. Med. Sport 2017, 20, 250-254. [CrossRef] [PubMed] 17. Bartlett, J.D.; O'Connor, F.; Pitchford, N.; Torres-Ronda, L.; Robertson, S.J. Relationships between internal and external training load in team-sport athletes: Evidence for an individualized approach. Int. J. Sports Physiol. Perform. 2017, 12, 230-234. [CrossRef]","Bartlett, J.D.; O'Connor, N.; Torres-Ronda, L.",summarized_applsci-10-05261-v3.csv
240,"18. Claudino, J.G.; de Capanema, D.O.; de Souza, TV; Serrao, J.C.; Machado Pereira, A.C.; Nassis, G.P. Current Approaches to the Use of Artificial Intelligence for Injury Risk Assessment and Performance Prediction in Team Sports: A Systematic Review. Sports Med. Open 2019, 5, 28. [CrossRef] 19. Rossi, A.; Pappalardo, L.; Cintia, P.; Iaia, F.M.; Fernandez, J.; Medina, D. Effective injury forecasting in soccer with GPS training data and machine learning. PLoS ONE 2018, 13, e0201264. [CrossRef] [PubMed]",Artificial intelligence for injury risk assessment and performance prediction in team sports: a systematic review.,summarized_applsci-10-05261-v3.csv
241,"20. Roe, G.; Darrall-Jones, J.; Black, C.; Shaw, W.; Till, K.; Jones, B. Validity of 10 Hz GPS and Timing Gates for Assessing Maximum Velocity in Professional Rugby Union Players. Int. J. Sports Physiol. Perform. 2017, 12, 836-839. [CrossRef] Appl. Sci. 2020, 10, 5261 20 of 20",The impact of GPS and timing Gates on maximum Velocity in professional rugby union.,summarized_applsci-10-05261-v3.csv
242,"21. Rampinini, E.; Alberti, G.; Fiorenza, M.; Riggio, M.; Sassi, R.; Borges, T.O.; Coutts, A.J. Accuracy of GPS devices for measuring high-intensity running in field-based team sports. Int. J. Sports Med. 2015, 36, 49-53. [CrossRef] 22. Rampinini, E.; Bishop, D.; Marcora, S.M.; Ferrari Bravo, D.; Sassi, R.; Impellizzeri, F.M. Validity of simple field tests asi indicators of match-related physical performancei in top-level professional soccer players. Int. J.",Field tests as indicators of match-related physical performance in top-level professional soccer players.,summarized_applsci-10-05261-v3.csv
243,"Sports Med. 2007, 28, 228-235. [CrossRef] [PubMed] 23. Di Salvo, V; Gregson, W.; Atkinson, G.; Tordoff, P.; Drust, B. Analysis of high intensity activity in premier league soccer. Int. J. Sports Med. 2009, 30, 205-212. [CrossRef] [PubMed] 24. Barrett, S.; Midgley, A.; Lovell, R. PlayerLoadTM: Reliability, convergent validity, and influence of unit position during treadmill running. Int. J. Sports Physiol. Perform. 2014, 9, 945-952. [CrossRef] [PubMed]","In: Di Salvo, V., Gregson, W., Atkinson, G., Tordoff, P., Drust, B",summarized_applsci-10-05261-v3.csv
244,"25. Fisher, R.A. The Use of Multiple Measurements in Taxonomic Problems. Ann. Eugen. 1936, 7, 179-188. [CrossRef] 26. McLachlan, G. Discriminant. Analysis and Statistical Pattern Recognition; Wiley: Hoboken, NJ, USA, 2004. 27. Maron, M.E. Automatic Indexing: An Experimental Inquiry. J. ACM 1961, 8, 404-417. [CrossRef] 28. Rish, I. An empirical study of the naive Bayes classifier. In Proceedings of the International Joint Conference",The following is a list of key figures in the field of Bayesian inference.,summarized_applsci-10-05261-v3.csv
245,"Artificial Intelligence 2001 Work Empir Methods Artificial Intelligence, Seattle, WA, USA, 4-10 August 2001; PP. 41-46. 29. Breiman, L.; Friedman, J; Stone, C.J. Classification Algorithms and Regression Trees. Classif. Regres. Trees 1984, 246-280. 30. Breiman, L. Random Forests. Mach. Learn. 2001, 45, 5-32. [CrossRef]","Breiman, L.; Friedman, J; Stone, C.J.",summarized_applsci-10-05261-v3.csv
246,"31. Boser, B.E.; Guyon, LM.; Vapnik, VN. A training algorithm for optimal margin classifiers. In Proceedings of the 5th Annual Workshop on Computational Learning Theory (COLT'92), Pittsburgh, PA, USA, 27-29 July 1992; PP. 144-152. 32. Werbos, P. Beyond Regression: New Tools for Prediction and Analysis in the Behavioral Sciences. Ph.D. Thesis, Department of Applied Mathematics, Harvard University, 1974, unpublished.","In: Proceedings of the 5th Annual Workshop on Computational Learning Theory (COLT'92), Pittsburgh, PA, USA, 27-29",summarized_applsci-10-05261-v3.csv
247,"33. McCulloch, W.S.; Pitts, W.A. logical calculus nervous activity. Bull. Math. Biol. 1943, 52, 99-115. [CrossRef] 34. Rosenblatt, F. Frosenblatt. Psychol. Rev. 1958, 65, 1-23. 35. Jebara, T. Machine Learning: Discriminative and Generative; Kluwer Academic; Springer: Berlin/Heidelberg, Germany, 2004. 36. Jaspers, A.; De Beéck, T.O.; Brink, M.S.; Frencken, W.G.; Staes, F.; Davis, JJ.; Helsen, W.F. Relationships","In: Rosenblatt, F., and Pitts, W.",summarized_applsci-10-05261-v3.csv
248,"between the external and internal training load in professional soccer: What can we learn from machine learning? Int. J. Sport. Physiol. Perform. 2018, 13, 625-630. [CrossRef] 37. Saw, A.E.; Main, L.C.; Gastin, P.B. Monitoring the athlete training response: Subjective self-reported measures trump commonly used objective measures: A systematic review. Br. J. Sport. Med. 2016, 50, 281-291. [CrossRef] [PubMed]","In: Gastin, P.B.",summarized_applsci-10-05261-v3.csv
249,"38. Halson, S.L. Monitoring training load to understand fatigue in athletes. Sport. Med. 2014, 44, 139-147. [CrossRef] [PubMed] 39. Clemente, F.M.; Mendes, B.; Nikolaidis, PT.; Calvete, F; Carrico, S.; Owen, A.L. Internal training load and its longitudinal relationship with seasonal player wellness in elite professional soccer. Physiol. Behav. 2017, 179, 262-267. [CrossRef] [PubMed]",Internal training load and its longitudinal relationship with seasonal player wellness in elite professional soccer.,summarized_applsci-10-05261-v3.csv
250,"20201 by the authors. Licensee MDPI, Basel, Switzerland. This article is an open access (cc) article distributed under the terms and conditions of the Creative Commons Attribution BY (CC BY) license (http://creativecommons.org/licenses/by/4.0/).",This article is copyrighted and may not be reproduced in any form without the,summarized_applsci-10-05261-v3.csv
1,HAL open science A synchrotron transmission X-ray microscopy study on precipitate evolution during solid-state thermal cycling of a stainless steel,Researchers at the Massachusetts Institute of Technology (MIT),summarized_gaudez_2023additive-manufacturing.csv
2,"S. Gaudez, M. Ben Haj Slama, E. Heripre, L. Yedra, M. Scheel, S. Hallais, M.V. Upadhyay > To cite this version: S. Gaudez, M. Ben Haj Slama, E. Heripre, L. Yedra, M. Scheel, et al.. A synchrotron transmission X-ray microscopy study on precipitate evolution during solid-state thermal cycling of a stainless steel.",A synchrotron transmission X-ray microscopy study on precipitate evolution during solid-state thermal cycling of a stainless steel.,summarized_gaudez_2023additive-manufacturing.csv
3,"Additive Manufacturing, 2023, 73, pp.103692. 10.1016/j.addma.2023.103692 . hal-04162259 HAL Id: hal-04162259 https//halscience/la-04162259V1 Submitted on 14 Jul 2023 HAL is a multi-disciplinary open access",The UK's Department of Defence (Df,summarized_gaudez_2023additive-manufacturing.csv
4,"L'archive ouverte pluridisciplinaire HAL, est archive for the deposit and dissemination of sci- destinée au dépôt et à la diffusion de documents entific research documents, whether they are pub- scientifiques de niveau recherche, publiés ou non, lished or not. The documents may come from émanant des établissements d'enseignement et de teaching and research institutions in France or recherche français ou étrangers, des laboratoires","L'archive ouverte pluriaire HAL, est archive for the deposit and dissemination of sci-ific research documents, whether they are pub-",summarized_gaudez_2023additive-manufacturing.csv
5,"abroad, or from public or private research centers. publics ou privés. A synchrotron transmission X-ray microscopy study on precipitate evolution during solid-state thermal cycling of a stainless steel S. Gaudezl,+, M. Ben Haj Slama1,2,++, E. Heripre2,+++, L. Yedra3, M. Scheel4,",The European Research Council (ERC) is a member of the European Union.,summarized_gaudez_2023additive-manufacturing.csv
6,"S. Hallais/, M.V. Upadhyayl,* 1 Laboratoire de Mécanique des Solides (LMS), CNRS UMR 7649, Ecole Polytechnique, 91128 Palaiseau, France 2 Université Paris-Saclay, CentraleSupélec, ENS Paris-Saclay, CNRS, Laboratoire de Mécanique Paris-Saclay, 91190, Gif-sur-Yvette, France",A new method for the analysis of the impact of climate change on the,summarized_gaudez_2023additive-manufacturing.csv
7,"3 University of Barcelona, Department of Electronics and Biomedical Engineering and Institute of Nanoscience and Nanotechnology (IN2UB), 08028 Barcelona, Catalonia, Spain 4 Synchrotron SOLEIL, 91190 Saint-Aubin, France ""Corresponding author, Email: manasatpadhyay@polytechmique.edu Current address:","1 University of Barcelona, Department of Electronics and Biomedical Engineering and Institute of",summarized_gaudez_2023additive-manufacturing.csv
8,"+ Photons for Engineering and Manufacturing, Paul Scherrer Institut, Forschungsstrasse 111, 5232 Villigen PSI, Switzerland ++ Bruker Nano GmbH, Am Studio 2D, 12489 Berlin, Germany. +++ PIMM, Arts et Metiers Institute of Technology, CNRS, Cnam, HESAM Universite, 151 Boulevard de l'Hopital, 75013 Paris, France.",The conference will be held at the following locations:,summarized_gaudez_2023additive-manufacturing.csv
